P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method
Kepler-84 e,Hot,Neptunian,gas,metals-rich,non-habitable,3.33,2.6,0.19,0.49,1.13,38.40218,38.402190000000004,38.402190000000004,634.2,634.2,634.2,0.6,-23.24,4.94,27.43,0.18100000000000002,0.0,0.18,0.0,Cyg,F,1.02,1.03,6015.0,1.258094,-0.2,4.205140795802378,15.0,608.4120264650286,19.8835,40.4961,-30.7,3.0477,5,0,0.83,1.943,-2.16,2.42,-0.86,0.23,0.26,0,0,0,1,Primary Transit
Kepler-84 f,Hot,Superterran,rocky-iron,metals-rich,non-habitable,15.1,2.2,1.43,3.13,2.62,20.1295,20.1295,20.12951,539.6,539.6,539.6,21.6,-22.16,4.17,44.55,0.25,0.0,0.25,0.0,Cyg,F,1.02,1.03,6015.0,1.258094,-0.2,4.205140795802378,15.0,608.4120264650286,19.8835,40.4961,-30.0,2.2064,5,0,0.83,1.943,-2.04,-0.13,0.45,0.32,0.31,0,0,0,1,Primary Transit
Kepler-85 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,14.78,1.99,1.87,3.72,2.72,104.7829,104.78299999999999,104.78299999999999,815.1,815.1,815.1,27.6,-23.75,3.79,8.31,0.0789,0.0,0.08,0.0,Cyg,G,0.95,0.84,5666.0,0.652461,-0.06071394910461842,4.205140795802378,15.0,608.4120264650286,19.3983,45.2903,-31.8,5.6752,4,0,0.61,1.442,-2.28,-0.42,0.11,0.3,0.27,0,0,0,1,Primary Transit
Kepler-85 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,18.76,2.21,1.75,3.85,2.92,60.684940000000005,60.68495,60.68496,711.1,711.1,711.1,32.8,-23.38,4.19,12.51,0.1037,0.0,0.1,0.0,Cyg,G,0.95,0.84,5666.0,0.652461,-0.06071394910461842,4.205140795802378,15.0,608.4120264650286,19.3983,45.2903,-31.2,4.3182,4,0,0.61,1.442,-2.22,-0.27,0.38,0.31,0.27,0,0,0,1,Primary Transit
Kepler-85 d,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.59,1.2,0.93,1.11,1.15,38.60717,38.60717,38.60718,635.1,635.1,635.1,1.5,-21.55,2.28,17.91,0.13,0.0,0.13,0.0,Cyg,G,0.95,0.84,5666.0,0.652461,-0.06071394910461842,4.205140795802378,15.0,608.4120264650286,19.3983,45.2903,-30.7,3.444,4,0,0.61,1.442,-2.15,-0.17,-0.84,0.3,0.33,0,0,0,1,Primary Transit
Kepler-85 e,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.92,1.27,0.95,1.2,1.23,24.55723,24.55724,24.55724,567.1,567.1,567.1,1.8,-21.18,2.41,25.22,0.163,0.0,0.16,0.0,Cyg,G,0.95,0.84,5666.0,0.652461,-0.06071394910461842,4.205140795802378,15.0,608.4120264650286,19.3983,45.2903,-30.2,2.7466,4,0,0.61,1.442,-2.08,-0.16,-0.73,0.31,0.34,0,0,0,1,Primary Transit
Kepler-86 b,Warm,Jovian,gas,hydrogen-rich,non-habitable,295.83,10.14,0.28,2.88,5.4,0.6610634,1.440523,3.7744190000000004,229.7,269.8,355.1,84.0,-22.73,19.35,282.53,0.828,0.41,0.76,3.4,Cyg,G,0.94,1.0,5629.0,0.9007719999999999,-0.078,4.205140795802378,12.237222991689753,608.4120264650286,19.3175,51.9625,-27.2,0.7057,1,1,0.7190000000000001,1.7,-0.74,6.37,4.45,0.11,0.41,0,0,0,1,Primary Transit
Kepler-87 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,324.3,13.55,0.13,1.77,4.89,12.27549,13.18331,14.17715,476.9,485.3,494.4,42.3,-25.67,25.98,114.74,0.47100000000000003,0.04,0.47,238.6,Cyg,G,1.1,1.82,5600.0,2.922704,-0.17,7.5,15.0,608.4120264650286,19.8611,46.965,-29.5,2.0607,2,0,1.297,3.07,-1.93,9.57,2.56,0.09,0.14,0,0,0,1,Primary Transit
Kepler-87 c,Hot,Superterran,gas,metals-rich,non-habitable,6.39,6.15,0.03,0.17,1.02,6.140928,6.634057,7.177973,401.1,408.8,417.0,0.2,-23.2,11.71,192.36,0.664,0.04,0.66,223.2,Cyg,G,1.1,1.82,5600.0,2.922704,-0.17,7.5,15.0,608.4120264650286,19.8611,46.965,-28.8,1.4619,2,0,1.297,3.07,-1.71,8.32,-0.75,0.1,0.27,0,0,0,1,Primary Transit
Kepler-88 b,Hot,Superterran,gas,metals-rich,non-habitable,8.7,3.78,0.16,0.61,1.52,72.64678,81.12295999999999,90.87722,743.8,764.1,786.6,1.4,-24.87,7.18,10.95,0.0972,0.06,0.1,90.6,Lyr,B,1.02,0.96,5513.0,0.7654,0.37,2.45,13.5,385.0,19.41,40.6694,-31.5,5.2784,2,0,0.667,1.5830000000000002,-2.24,3.18,-0.67,0.2,0.2,0,0,0,1,Primary Transit
Kepler-88 c,Hot,Jovian,gas,hydrogen-rich,non-habitable,199.31,9.34,0.24,2.29,4.62,29.34532,32.7916,36.760999999999996,593.0,609.3,627.3,48.8,-25.86,17.81,22.34,0.1529,0.06,0.15,270.8,Lyr,B,1.02,0.96,5513.0,0.7654,0.37,2.45,13.5,385.0,19.41,40.6694,-30.5,3.3553,2,0,0.667,1.5830000000000002,-2.12,5.83,1.89,0.13,0.17,0,0,0,1,Radial Velocity
Kepler-89 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.49,1.71,2.09,3.57,2.47,1377.021,1377.021,1377.021,1552.0,1552.0,1552.0,21.9,-26.23,3.26,3.74,0.05,0.0,0.05,0.0,Cyg,F,1.25,1.66,6116.0,3.4425519999999996,-0.01,3.9,12.4,608.4120264650286,19.8222,41.8911,-34.6,17.7207,4,0,1.364,3.188,-2.44,-0.64,-0.52,0.28,0.27,0,0,0,1,Primary Transit
Kepler-89 c,Hot,Neptunian,gas,metals-rich,non-habitable,15.58,4.32,0.19,0.83,1.9,351.2449,351.245,351.245,1102.9,1102.9,1102.9,3.0,-26.76,8.22,10.42,0.099,0.0,0.1,0.0,Cyg,F,1.25,1.66,6116.0,3.4425519999999996,-0.01,3.9,12.4,608.4120264650286,19.8222,41.8911,-33.1,8.9232,4,0,1.364,3.188,-2.39,3.14,-0.62,0.2,0.17,0,0,0,1,Primary Transit
Kepler-89 d,Hot,Jovian,gas,metals-rich,non-habitable,52.14,10.98,0.04,0.43,2.18,126.4482,126.4482,126.4482,854.3,854.3,854.3,2.1,-27.68,20.98,22.34,0.165,0.0,0.17,0.0,Cyg,F,1.25,1.66,6116.0,3.4425519999999996,-0.01,3.9,12.4,608.4120264650286,19.8222,41.8911,-32.0,5.3505,4,0,1.364,3.188,-2.31,9.63,-0.29,0.09,0.09,0,0,0,1,Primary Transit
Kepler-89 e,Hot,Neptunian,gas,metals-rich,non-habitable,13.04,6.16,0.06,0.34,1.45,38.76572,38.76573,38.76574,635.7,635.7,635.7,0.7,-25.13,11.73,54.32,0.298,0.0,0.3,0.0,Cyg,F,1.25,1.66,6116.0,3.4425519999999996,-0.01,3.9,12.4,608.4120264650286,19.8222,41.8911,-30.7,2.9618,4,0,1.364,3.188,-2.17,6.39,-0.61,0.13,0.16,0,0,0,1,Primary Transit
Kepler-90 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.17,1.31,0.96,1.26,1.29,291.7477,291.7478,291.7479,1052.9,1052.9,1052.9,2.1,-23.96,2.49,7.01,0.07400000000000001,0.0,0.07,0.0,Dra,G,1.13,1.2,5930.0,1.5976110000000001,-0.17,4.205140795802378,14.0,608.4120264650286,18.9622,49.3052,-32.9,8.6501,8,1,0.94,2.206,-2.37,-0.16,-0.96,0.28,0.29,0,0,0,1,Primary Transit
Kepler-90 c,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.54,1.19,0.92,1.1,1.14,201.69299999999998,201.6931,201.6931,960.1,960.1,960.1,1.4,-23.34,2.26,8.72,0.08900000000000001,0.0,0.09,0.0,Dra,G,1.13,1.2,5930.0,1.5976110000000001,-0.17,4.205140795802378,14.0,608.4120264650286,18.9622,49.3052,-32.5,7.1901,8,1,0.94,2.206,-2.34,-0.17,-1.02,0.28,0.3,0,0,0,1,Primary Transit
Kepler-90 d,Hot,Neptunian,gas,metals-rich,non-habitable,4.62,2.88,0.19,0.56,1.27,15.60167,15.60167,15.60167,506.3,506.3,506.3,0.9,-22.48,5.47,59.74,0.32,0.0,0.32,0.0,Dra,G,1.13,1.2,5930.0,1.5976110000000001,-0.17,4.205140795802378,14.0,608.4120264650286,18.9622,49.3052,-29.7,1.9985,8,1,0.94,2.206,-1.98,2.5,-0.64,0.24,0.29,0,0,0,1,Primary Transit
Kepler-90 e,Hot,Neptunian,gas,metals-rich,non-habitable,3.62,2.67,0.19,0.51,1.16,9.05675,9.05675,9.056753,442.0,442.0,442.0,0.7,-21.72,5.07,91.94,0.42,0.0,0.42,0.0,Dra,G,1.13,1.2,5930.0,1.5976110000000001,-0.17,4.205140795802378,14.0,608.4120264650286,18.9622,49.3052,-29.1,1.5227,8,1,0.94,2.206,-1.82,2.44,-0.66,0.24,0.35,0,0,0,1,Primary Transit
Kepler-90 f,Hot,Neptunian,gas,metals-rich,non-habitable,4.68,2.89,0.19,0.56,1.27,6.797513,6.9344220000000005,7.074864999999999,411.4,413.4,415.5,0.9,-21.6,5.49,124.91,0.48,0.01,0.48,0.0,Dra,G,1.13,1.2,5930.0,1.5976110000000001,-0.17,4.205140795802378,14.0,608.4120264650286,18.9622,49.3052,-28.8,1.3324,8,1,0.94,2.206,-1.73,2.5,-0.52,0.24,0.37,0,0,0,1,Primary Transit
Kepler-90 g,Hot,Jovian,gas,hydrogen-rich,non-habitable,115.43,8.12,0.22,1.75,3.77,3.169234,3.169234,3.169235,339.9,339.9,339.9,24.9,-23.0,15.48,210.61,0.71,0.0,0.71,0.0,Dra,G,1.13,1.2,5930.0,1.5976110000000001,-0.17,4.205140795802378,14.0,608.4120264650286,18.9622,49.3052,-28.0,0.9007,8,1,0.94,2.206,-1.36,5.1,2.22,0.15,0.34,0,0,0,1,Primary Transit
Kepler-90 h,Warm,Jovian,gas,hydrogen-rich,non-habitable,671.8,11.31,0.46,5.25,7.71,1.566131,1.566131,1.566132,285.0,285.0,285.0,311.8,-22.96,21.63,331.6,1.01,0.0,1.01,0.0,Dra,G,1.13,1.2,5930.0,1.5976110000000001,-0.17,4.205140795802378,14.0,608.4120264650286,18.9622,49.3052,-27.2,0.6332,8,1,0.94,2.206,-0.89,7.5,7.1,0.09,0.39,0,0,0,1,Primary Transit
Kepler-90 i,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.23,1.32,0.97,1.28,1.3,39.94027,39.94027,39.94028,640.5,640.5,640.5,2.2,-21.8,2.51,14.45,0.2,0.0,0.2,0.0,Dra,G,1.13,1.2,5930.0,1.5976110000000001,-0.17,4.205140795802378,14.0,608.4120264650286,18.9622,49.3052,-30.8,3.1979,8,1,0.94,2.206,-2.17,-0.16,-0.74,0.3,0.32,0,0,0,1,Primary Transit
Kepler-91 b,Hot,Jovian,gas,metals-rich,non-habitable,232.1,15.5,0.06,0.97,3.87,2590.981,2950.526,3374.875,1817.7,1876.1,1941.8,14.5,-31.87,29.79,6.25,0.07200000000000001,0.07,0.07,316.8,Lyr,K,1.31,6.3,4550.0,15.262177,0.11,4.86,12.9,1030.0,19.0447,44.1167,-35.4,48.1352,1,0,3.1189999999999998,7.687,-2.33,11.71,0.0,0.08,0.06,0,0,0,1,Primary Transit
Kepler-92 b,Hot,Neptunian,rocky-water,metals-rich,non-habitable,60.09,3.65,1.23,4.51,4.06,160.2517,222.5764,318.3864,906.5,978.7,1076.2,74.2,-25.91,6.94,13.75,0.1196,0.17,0.12,0.0,Lyr,G,1.21,1.72,5871.0,3.138866,0.17,5.52,11.6,448.57,19.2725,41.5631,-32.6,7.7633,3,0,1.3219999999999998,3.1069999999999998,-2.35,0.77,0.77,0.28,0.19,0,0,0,1,Primary Transit
Kepler-92 c,Hot,Superterran,water-gas,metals-rich,non-habitable,5.69,2.45,0.39,0.95,1.52,83.60589,90.49706,98.117,770.4,785.5,801.8,2.2,-24.05,4.66,26.72,0.1863,0.04,0.19,0.0,Lyr,G,1.21,1.72,5871.0,3.138866,0.17,5.52,11.6,448.57,19.2725,41.5631,-31.6,4.9138,3,0,1.3219999999999998,3.1069999999999998,-2.27,1.32,-0.68,0.27,0.25,0,0,0,1,Primary Transit
Kepler-92 d,Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.73,2.07,1.33,2.75,2.38,34.85522,40.00123,46.13609,619.0,640.1,664.0,15.6,-22.78,3.93,49.36,0.2805,0.07,0.28,0.0,Lyr,G,1.21,1.72,5871.0,3.138866,0.17,5.52,11.6,448.57,19.2725,41.5631,-30.8,3.2689999999999997,3,0,1.3219999999999998,3.1069999999999998,-2.17,-0.13,0.09,0.32,0.28,0,0,0,1,Primary Transit
Kepler-93 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,4.01,1.48,1.23,1.82,1.64,278.6089,278.6089,278.60900000000004,1040.9,1040.9,1040.9,4.9,-24.17,2.82,4.73,0.053,0.0,0.05,0.0,Lyr,G,0.91,0.92,5669.0,0.782612,-0.18,6.6,12.237222991689753,608.4120264650286,19.4281,38.6725,-32.9,9.2506,1,0,0.6679999999999999,1.579,-2.35,-0.32,-0.74,0.29,0.28,0,0,0,1,Primary Transit
Kepler-94 b,Hot,Neptunian,gas,metals-rich,non-habitable,10.84,3.51,0.25,0.88,1.76,238.8539,238.8539,238.854,1001.6,1001.6,1001.6,2.7,-25.88,6.67,2.51,0.0337,0.0,0.03,0.0,Lyr,K,0.81,0.76,4781.0,0.27076500000000003,0.34,1.41,12.9,608.4120264650286,18.7463,47.4971,-32.7,12.0516,2,0,0.41200000000000003,1.004,-2.28,2.37,-0.66,0.23,0.2,0,0,0,1,Primary Transit
Kepler-94 c,Cold,Jovian,gas,hydrogen-rich,non-habitable,3127.26,11.58,2.02,23.33,16.44,0.10604680000000001,0.10604680000000001,0.10604680000000001,145.4,145.4,145.4,6302.5,-20.07,22.14,820.0,1.5979,0.0,1.6,0.0,Lyr,K,0.81,0.76,4781.0,0.27076500000000003,0.34,1.41,12.9,608.4120264650286,18.7463,47.4971,-24.3,0.2535,2,0,0.41200000000000003,1.004,3.0,11.25,24.62,0.04,0.16,0,0,0,1,Radial Velocity
Kepler-95 b,Hot,Neptunian,water-gas,metals-rich,non-habitable,13.04,3.42,0.33,1.12,1.95,179.3888,179.3888,179.3888,932.4,932.4,932.4,4.3,-25.52,6.5,11.52,0.1024,0.0,0.1,0.0,Lyr,G,1.08,1.41,5699.0,1.88158,0.3,5.63,12.3,608.4120264650286,18.9655,44.398,-32.4,7.3419,1,0,1.034,2.4419999999999997,-2.32,1.96,-0.49,0.24,0.2,0,0,0,1,Primary Transit
Kepler-96 b,Hot,Superterran,water-gas,metals-rich,non-habitable,8.58,2.67,0.45,1.21,1.79,62.15254,62.15255,62.15255,715.3,715.3,715.3,3.9,-23.82,5.07,16.24,0.1255,0.0,0.13,0.0,Cyg,G,1.0,1.02,5690.0,0.9784510000000001,0.04,2.34,10.3,608.4120264650286,19.8046,40.5251,-31.2,4.3333,1,0,0.746,1.7619999999999998,-2.22,1.22,-0.43,0.28,0.24,0,0,0,1,Primary Transit
Kepler-100 b,Hot,Terran,iron,metals-rich,non-habitable,7.34,1.3,3.31,4.32,2.37,344.6292,443.7721,581.3266,1097.7,1165.6,1251.0,24.3,-24.41,2.48,6.89,0.0733,0.13,0.07,0.0,Lyr,G,1.11,1.51,5825.0,2.364878,0.02,6.5,12.237222991689753,310.34,19.4257,41.99,-33.4,11.1105,3,0,1.151,2.708,-2.38,-1.13,-0.39,0.27,0.29,0,0,0,1,Primary Transit
Kepler-100 c,Hot,Terran,gas,no-atmosphere,non-habitable,0.86,2.22,0.08,0.17,0.62,184.7755,192.275,200.16299999999998,939.3,948.6,958.3,0.1,-24.65,4.22,12.82,0.1109,0.02,0.11,0.0,Lyr,G,1.11,1.51,5825.0,2.364878,0.02,6.5,12.237222991689753,310.34,19.4257,41.99,-32.5,7.2764,3,0,1.151,2.708,-2.34,3.99,-1.34,0.17,0.25,0,0,0,1,Primary Transit
Kepler-100 d,Hot,Terran,rocky-water,metals-rich,non-habitable,2.99,1.51,0.86,1.31,1.41,26.11889,53.759919999999994,129.3627,575.9,670.2,859.2,2.6,-22.51,2.88,35.33,0.2181,0.38,0.2,0.0,Lyr,G,1.11,1.51,5825.0,2.364878,0.02,6.5,12.237222991689753,310.34,19.4257,41.99,-31.2,3.9983,3,0,1.151,2.708,-2.19,0.03,-0.71,0.3,0.3,0,0,0,1,Primary Transit
Kepler-101 b,Hot,Neptunian,gas,metals-rich,non-habitable,40.25,5.87,0.2,1.17,2.62,1045.348,1045.348,1045.349,1448.6,1448.6,1448.6,8.0,-28.62,11.17,3.49,0.048,0.0,0.05,0.0,Dra,G,1.12,1.67,5570.0,2.4084830000000004,-0.06071394910461842,4.205140795802378,12.237222991689753,608.4120264650286,18.8837,48.3552,-34.3,18.6229,2,0,1.179,2.7939999999999996,-2.4,3.87,-0.4,0.18,0.13,0,0,0,1,Primary Transit
Kepler-101 c,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,2.3,1.33,0.97,1.29,1.31,520.8656,520.8656,520.8657,1217.1,1217.1,1217.1,2.2,-24.62,2.53,6.03,0.068,0.0,0.07,0.0,Dra,G,1.12,1.67,5570.0,2.4084830000000004,-0.06071394910461842,4.205140795802378,12.237222991689753,608.4120264650286,18.8837,48.3552,-33.6,13.1164,2,0,1.179,2.7939999999999996,-2.38,-0.16,-1.0,0.28,0.29,0,0,0,1,Primary Transit
Kepler-102 b,Hot,Subterran,iron,no-atmosphere,non-habitable,0.41,0.47,3.97,1.87,0.94,91.62432,91.62434,91.62435,788.2,788.2,788.2,1.6,-20.46,0.89,5.29,0.055,0.0,0.06,0.0,Lyr,K,0.81,0.76,4809.0,0.27716399999999997,0.18,1.41,11.5,608.4120264650286,18.7655,47.208,-31.7,7.369,5,0,0.41600000000000004,1.014,-2.21,-1.57,-1.08,0.26,0.26,0,0,0,1,Primary Transit
Kepler-102 c,Hot,Subterran,iron,metals-rich,non-habitable,2.86,0.58,14.49,8.44,2.22,61.74284,61.74284,61.74286,714.2,714.2,714.2,41.4,-20.49,1.11,7.07,0.067,0.0,0.07,0.0,Lyr,K,0.81,0.76,4809.0,0.27716399999999997,0.18,1.41,11.5,608.4120264650286,18.7655,47.208,-31.2,6.0478,5,0,0.41600000000000004,1.014,-2.17,-2.17,-0.13,0.25,0.29,0,0,0,1,Primary Transit
Kepler-102 d,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.61,1.16,1.65,1.92,1.5,37.12103,37.12103,37.12104,628.9,628.9,628.9,4.3,-21.45,2.21,10.31,0.0864,0.0,0.09,0.0,Lyr,K,0.81,0.76,4809.0,0.27716399999999997,0.18,1.41,11.5,608.4120264650286,18.7655,47.208,-30.7,4.6885,5,0,0.41600000000000004,1.014,-2.1,-0.69,-0.58,0.3,0.33,0,0,0,1,Primary Transit
Kepler-102 e,Hot,Superterran,rocky-water,metals-rich,non-habitable,8.93,2.22,0.82,1.82,2.01,20.24718,20.24718,20.24718,540.4,540.4,540.4,7.3,-22.19,4.22,16.15,0.11699999999999999,0.0,0.12,360.0,Lyr,K,0.81,0.76,4809.0,0.27716399999999997,0.18,1.41,11.5,608.4120264650286,18.7655,47.208,-30.0,3.4622,5,0,0.41600000000000004,1.014,-2.0,0.37,-0.06,0.33,0.31,0,0,0,1,Primary Transit
Kepler-102 f,Hot,Terran,rocky-iron,metals-rich,non-habitable,0.64,0.88,0.92,0.81,0.85,10.180480000000001,10.180480000000001,10.180480000000001,455.1,455.1,455.1,0.6,-19.44,1.68,27.45,0.165,0.0,0.17,0.0,Lyr,K,0.81,0.76,4809.0,0.27716399999999997,0.18,1.41,11.5,608.4120264650286,18.7655,47.208,-29.3,2.4548,5,0,0.41600000000000004,1.014,-1.84,-0.27,-0.96,0.32,0.42,0,0,0,1,Primary Transit
Kepler-103 b,Hot,Superterran,gas,metals-rich,non-habitable,9.86,3.47,0.24,0.82,1.68,127.4984,135.3199,143.755,856.1,868.8,882.2,2.3,-25.24,6.6,15.97,0.128,0.03,0.13,0.0,Lyr,G,1.1,1.46,5845.0,2.21694,0.07,6.67,12.3,473.56,19.2573,40.0645,-32.1,6.0621,2,0,1.113,2.617,-2.31,2.45,-0.62,0.23,0.2,0,0,0,1,Primary Transit
Kepler-103 c,Hot,Neptunian,gas,metals-rich,non-habitable,36.25,5.31,0.24,1.28,2.61,5.157349,5.3666730000000005,5.5868400000000005,383.9,387.7,391.7,8.8,-22.65,10.11,179.61,0.6428,0.02,0.64,0.0,Lyr,G,1.1,1.46,5845.0,2.21694,0.07,6.67,12.3,473.56,19.2573,40.0645,-28.6,1.2066,2,0,1.113,2.617,-1.62,3.31,0.83,0.21,0.32,0,0,0,1,Primary Transit
Kepler-104 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.85,3.1,0.2,0.61,1.37,196.8567,196.8567,196.8568,954.3,954.3,954.3,1.1,-25.41,5.9,11.43,0.094,0.0,0.09,0.0,Lyr,G,0.81,1.35,5711.0,1.739426,-0.777,4.205140795802378,12.237222991689753,608.4120264650286,19.1736,42.1668,-32.5,7.6593,3,0,0.9940000000000001,2.345,-2.33,2.57,-0.87,0.22,0.21,0,0,0,1,Primary Transit
Kepler-104 c,Hot,Neptunian,gas,metals-rich,non-habitable,5.99,3.12,0.2,0.61,1.38,74.30586,74.30586,74.30587,748.0,748.0,748.0,1.2,-24.36,5.94,23.67,0.153,0.0,0.15,0.0,Lyr,G,0.81,1.35,5711.0,1.739426,-0.777,4.205140795802378,12.237222991689753,608.4120264650286,19.1736,42.1668,-31.4,4.7035,3,0,0.9940000000000001,2.345,-2.24,2.58,-0.75,0.22,0.22,0,0,0,1,Primary Transit
Kepler-104 d,Hot,Neptunian,gas,metals-rich,non-habitable,9.05,3.57,0.2,0.71,1.59,26.335379999999997,26.335390000000004,26.3354,577.1,577.1,577.1,1.8,-23.52,6.79,51.76,0.257,0.0,0.26,0.0,Lyr,G,0.81,1.35,5711.0,1.739426,-0.777,4.205140795802378,12.237222991689753,608.4120264650286,19.1736,42.1668,-30.3,2.7996,3,0,0.9940000000000001,2.345,-2.09,2.76,-0.45,0.22,0.23,0,0,0,1,Primary Transit
Kepler-105 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,4.45,1.31,1.98,2.59,1.84,277.0645,277.0645,277.0645,1039.4,1039.4,1039.4,8.8,-23.9,2.49,7.13,0.07200000000000001,0.0,0.07,0.0,Lyr,G,1.28,1.16,5873.0,1.436302,-0.22,4.205140795802378,12.237222991689753,608.4120264650286,19.1925,46.2762,-32.9,8.5939,1,0,0.894,2.102,-2.36,-0.78,-0.62,0.28,0.29,0,0,0,1,Primary Transit
Kepler-106 b,Hot,Mercurian,water-gas,no-atmosphere,non-habitable,0.15,0.82,0.27,0.22,0.43,264.0607,264.0608,264.0608,1027.0,1027.0,1027.0,0.0,-22.82,1.55,6.16,0.0658,0.0,0.07,0.0,Cyg,G,1.0,1.04,5858.0,1.142757,-0.12,4.83,12.9,608.4120264650286,20.0576,44.3376,-32.8,8.4326,4,0,0.7979999999999999,1.8769999999999998,-2.36,1.2,-1.47,0.25,0.29,0,0,0,1,Primary Transit
Kepler-106 c,Hot,Superterran,rocky-water,metals-rich,non-habitable,10.44,2.5,0.67,1.67,2.04,92.21342,92.21343,92.21344,789.5,789.5,789.5,7.0,-24.11,4.75,13.57,0.1113,0.0,0.11,0.0,Cyg,G,1.0,1.04,5858.0,1.142757,-0.12,4.83,12.9,608.4120264650286,20.0576,44.3376,-31.7,4.9802,4,0,0.7979999999999999,1.8769999999999998,-2.27,0.7,-0.32,0.29,0.24,0,0,0,1,Primary Transit
Kepler-106 d,Hot,Terran,iron,metals-rich,non-habitable,7.95,0.95,9.21,8.77,2.89,43.16492,43.16493,43.16494,653.0,653.0,653.0,73.2,-21.17,1.81,23.98,0.1627,0.0,0.16,0.0,Cyg,G,1.0,1.04,5858.0,1.142757,-0.12,4.83,12.9,608.4120264650286,20.0576,44.3376,-30.8,3.4068,4,0,0.7979999999999999,1.8769999999999998,-2.18,-1.82,0.46,0.26,0.32,0,0,0,1,Primary Transit
Kepler-106 e,Hot,Neptunian,rocky-water,metals-rich,non-habitable,11.17,2.55,0.67,1.71,2.09,19.30699,19.30699,19.307000000000002,534.0,534.0,534.0,7.5,-22.45,4.85,43.84,0.2433,0.0,0.24,0.0,Cyg,G,1.0,1.04,5858.0,1.142757,-0.12,4.83,12.9,608.4120264650286,20.0576,44.3376,-30.0,2.2782,4,0,0.7979999999999999,1.8769999999999998,-2.03,0.73,0.02,0.32,0.29,0,0,0,1,Primary Transit
Kepler-107 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.2,1.58,1.07,1.68,1.63,1037.89,1080.016,1124.323,1446.0,1460.4,1475.3,4.5,-25.79,3.0,3.18,0.044000000000000004,0.02,0.04,0.0,Cyg,G,1.12,1.41,5851.0,2.090492,-0.092,4.205140795802378,12.237222991689753,608.4120264650286,19.8019,48.2086,-34.4,17.1448,4,0,1.08,2.54,-2.42,-0.15,-0.9,0.28,0.28,0,0,0,1,Primary Transit
Kepler-107 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.08,1.66,1.1,1.84,1.75,577.2351,600.6637,625.3057,1248.8,1261.2,1274.0,5.6,-25.26,3.16,4.9,0.059000000000000004,0.02,0.06,0.0,Cyg,G,1.14,1.41,5851.0,2.090492,-0.092,4.205140795802378,12.237222991689753,608.4120264650286,19.8019,48.2086,-33.7,12.7647,4,0,1.08,2.54,-2.4,-0.15,-0.78,0.28,0.27,0,0,0,1,Primary Transit
Kepler-107 d,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.06,1.06,0.89,0.94,1.0,239.2571,313.9926,420.3625,1002.0,1068.5,1153.6,0.9,-23.59,2.02,7.96,0.08199999999999999,0.14,0.08,0.0,Cyg,G,1.16,1.41,5851.0,2.090492,-0.092,4.205140795802378,12.237222991689753,608.4120264650286,19.8019,48.2086,-33.0,9.2648,4,0,1.08,2.54,-2.37,-0.17,-1.14,0.28,0.3,0,0,0,1,Primary Transit
Kepler-107 e,Hot,Neptunian,gas,metals-rich,non-habitable,4.86,2.92,0.19,0.57,1.29,132.8148,138.2054,143.8753,864.9,873.5,882.4,0.9,-24.89,5.56,14.75,0.12300000000000001,0.02,0.12,0.0,Cyg,G,1.14,1.41,5851.0,2.090492,-0.092,4.205140795802378,12.237222991689753,608.4120264650286,19.8019,48.2086,-32.1,6.1132,4,0,1.08,2.54,-2.31,2.51,-0.89,0.22,0.22,0,0,0,1,Primary Transit
